source_id,school_name,department,title,target_year,source_type,official_page_url,direct_file_url,file_format,pdf_viewer_page,printed_page,heading,summary,publication_date,last_checked,link_status,notes
school-46-main,那覇工業,全学科・コース,令和8年度 那覇工業高等学校 学校募集要項,令和8年度,学校募集要項,https://www.naha-th.open.ed.jp/2025/10/r820251021.html,https://www.naha-th.open.ed.jp/5fb1f6acaf141e1bff69f839d1d7c3cdc091150c.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-46-page,那覇工業,全学科・コース,令和8年度 那覇工業高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.naha-th.open.ed.jp/2025/10/r820251021.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-47-main,沖縄工業,全学科・コース,令和8年度 沖縄工業高等学校 学校募集要項,令和8年度,学校募集要項,https://www.okinawa-th.open.ed.jp/2025/12/post-164.html,https://www.okinawa-th.open.ed.jp/deab5c7a533747b75a68f20d0a2cfc2aa6bcfea6.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-47-page,沖縄工業,全学科・コース,令和8年度 沖縄工業高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.okinawa-th.open.ed.jp/2025/12/post-164.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-48-main,南部工業,全学科・コース,令和8年度 南部工業高等学校 学校募集要項,令和8年度,学校募集要項,https://www.nanbu-th.open.ed.jp/2025/10/post-8.html,https://www.nanbu-th.open.ed.jp/9f86da1918b205ed08cbff5df8ac5b7173ebb9d2.pdf,PDF,特色選抜詳細部分,,出願要件・作文,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-48-page,南部工業,全学科・コース,令和8年度 南部工業高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.nanbu-th.open.ed.jp/2025/10/post-8.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-48-scoring-detail,南部工業,全学科・コース,令和8年度特色選抜 選抜基準・学科別詳細,令和8年度,学校別特色選抜詳細,https://www.nanbu-th.open.ed.jp/2025/10/8.html,https://www.nanbu-th.open.ed.jp/0382bde8f65ab754d7986218e049265db9e46dcd.pdf,PDF,1-4,1-4,特色選抜 選抜項目・配点,全学科・コース共通で学力250、調査書200、作文30、面接20、合計500点。,2025-10-29,2026-07-07,confirmed,活動実績50点のランク別詳細は公表資料で確認できず。
school-49-criteria,宮古工業,全学科・コース,令和8年度 宮古工業高等学校 特色選抜基準・詳細,令和8年度,特色選抜基準・詳細,https://www.miyako-th.open.ed.jp/post.html,https://www.miyako-th.open.ed.jp/297c3630f2d5da73564253705627f773dd421eac.pdf,PDF,1-3,1-3,特色選抜 学科別基準・配点,全学科共通で学力250、調査書300、個人面接50、合計600点。活動実績は75点×最大2項目。,,2026-07-07,confirmed,ランク別・資格級別の点数表は公表資料で確認できず。
school-49-main,宮古工業,全学科・コース,令和8年度 宮古工業高等学校 学校募集要項,令和8年度,学校募集要項,https://www.miyako-th.open.ed.jp/post.html,https://www.miyako-th.open.ed.jp/c9dd4245832de1865572f0808cd335e2b8391480.pdf,PDF,特色選抜詳細部分,,独自検査・面接,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-49-page,宮古工業,全学科・コース,令和8年度 宮古工業高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.miyako-th.open.ed.jp/post.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-50-criteria-detail,名護商工,全学科・コース,令和8年度 名護商工高等学校 入学者選抜基準,令和8年度,学校公式特色選抜資料,https://www.nago-th.open.ed.jp/2025/11/post-52.html,https://www.nago-th.open.ed.jp/2025/R8senbatsukijun.pdf,PDF,,,学力検査、面接、学校独自検査等による選抜,学力検査、面接、学校独自検査等による選抜,,2026-07-07,confirmed_official_file,学校公式資料本文を確認し、JSONの該当項目へ反映。
school-50-main,名護商工,全学科・コース,令和8年度 名護商工高等学校 学校募集要項,令和8年度,学校募集要項,https://www.nago-th.open.ed.jp/2025/11/post-52.html,https://www.nago-th.open.ed.jp/8b12ebc969378471a1e63f6fe4abd39088130a0d.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-50-page,名護商工,全学科・コース,令和8年度 名護商工高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.nago-th.open.ed.jp/2025/11/post-52.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-51-main,八重山商工,全学科・コース,令和8年度 八重山商工高等学校 学校募集要項,令和8年度,学校募集要項,https://www.yaeyama-th.open.ed.jp/post-20.html,https://www.yaeyama-th.open.ed.jp/1cae875a496a23b6d92f9bfb5c0fba9b1602aa1f.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-51-page,八重山商工,全学科・コース,令和8年度 八重山商工高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.yaeyama-th.open.ed.jp/post-20.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-52-main,具志川商業,全学科・コース,令和8年度 具志川商業高等学校 学校募集要項,令和8年度,学校募集要項,https://www.gushikawa-ch.open.ed.jp/2025/10/post-11.html,https://www.gushikawa-ch.open.ed.jp/45560b4fab34c10efab9a9755a244257c2484913.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-52-page,具志川商業,全学科・コース,令和8年度 具志川商業高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.gushikawa-ch.open.ed.jp/2025/10/post-11.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-52-rank-detail,具志川商業,全学科,令和8年度特色選抜 実績ランク表,令和8年度,特色選抜実績ランク表,https://www.gushikawa-ch.open.ed.jp/2025/10/post-11.html,https://www.gushikawa-ch.open.ed.jp/09fd7e39b788bf30279951476775d7eda62087eb.pdf,PDF,1,1,特色選抜実績ランク表,文化・スポーツ・社会活動・生徒会・資格をA～Dで区分。,2025-10-31,2026-07-07,confirmed,
school-53-criteria-detail,中部商業,全学科・コース,令和8年度 中部商業高等学校 特色選抜判定基準,令和8年度,学校公式特色選抜資料,https://www.chubu-ch.open.ed.jp/post-9.html,https://www.chubu-ch.open.ed.jp/399e51dd3798efd9c7ad9e6d1e6c1e111c4098a9.pdf,PDF,1-2,1-2,特色選抜の選抜項目・検査方法・配点,商業系3学科は470点、生涯スポーツ科は実技200点を含む750点。調査書の評定・特別活動・部活動等の内訳も明記。,,2026-07-07,confirmed_official_file,学校公式資料本文を確認し、JSONの該当項目へ反映。
school-53-main,中部商業,全学科・コース,令和8年度 中部商業高等学校 学校募集要項,令和8年度,学校募集要項,https://www.chubu-ch.open.ed.jp/post-9.html,https://www.chubu-ch.open.ed.jp/f7ed140cdc7ff84a1c497becf9e2a25d6f375cf4.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-53-page,中部商業,全学科・コース,令和8年度 中部商業高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.chubu-ch.open.ed.jp/post-9.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-54-criteria-detail,浦添商業,全学科,令和8年度特色選抜 求める生徒像・選抜方法,令和8年度,学校別特色選抜詳細,https://www.urasoe-ch.open.ed.jp/nyushi.html,https://www.urasoe-ch.open.ed.jp/R8_tokusyokusennbatsu_syousai.pdf,PDF,1,1,特色選抜 選抜項目・配点,学力250、調査書165、合計415点。面接はA～C評価で総合判断。,,2026-07-07,confirmed,
school-54-main,浦添商業,全学科・コース,令和8年度 浦添商業高等学校 学校募集要項,令和8年度,学校募集要項,https://www.urasoe-ch.open.ed.jp/post.html,https://www.urasoe-ch.open.ed.jp/R8_bosyuuyoukou.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-54-page,浦添商業,全学科・コース,令和8年度 浦添商業高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.urasoe-ch.open.ed.jp/post.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-55-criteria-detail,那覇商業,全学科,令和8年度特色選抜 求める生徒像・選抜方法,令和8年度,学校別特色選抜詳細,https://www.naha-ch.open.ed.jp/nyushi.html,https://www.naha-ch.open.ed.jp/bf85b7ae389ef759c21bef7d97749eef28b49b19.pdf,PDF,1-6,1-6,学科別特色選抜詳細,通常枠は合計550点、特別枠は実技250点を加え800点。,,2026-07-07,confirmed,
school-55-main,那覇商業,全学科・コース,令和8年度 那覇商業高等学校 学校募集要項,令和8年度,学校募集要項,https://www.naha-ch.open.ed.jp/post-2.html,https://www.naha-ch.open.ed.jp/r8%20youkou.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-55-page,那覇商業,全学科・コース,令和8年度 那覇商業高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.naha-ch.open.ed.jp/post-2.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-55-rank-detail,那覇商業,全学科,令和8年度特色選抜 活動実績ランク表,令和8年度,特色選抜実績ランク表,https://www.naha-ch.open.ed.jp/nyushi.html,https://www.naha-ch.open.ed.jp/r8%20tokusyokuz.pdf,PDF,1,1,活動実績ランク表,文化、スポーツ、生徒会、社会活動、資格をA～Dで区分。,,2026-07-07,confirmed,
school-56-criteria-detail,南部商業,全学科,令和8年度特色選抜 求める生徒像・選抜方法,令和8年度,学校別特色選抜詳細,https://www.nanbu-ch.open.ed.jp/2025/10/8.html,https://www.nanbu-ch.open.ed.jp/02tokusyokusyousai.pdf,PDF,1,1,特色選抜 選抜項目・配点,全学科共通で学力500、調査書300、プレゼン150、面接50、合計1000点。,2025-10-29,2026-07-07,confirmed,
school-56-main,南部商業,全学科・コース,令和8年度 南部商業高等学校 学校募集要項,令和8年度,学校募集要項,https://www.nanbu-ch.open.ed.jp/2025/10/post-625.html,https://www.nanbu-ch.open.ed.jp/01r08nyuugakusyayoukou.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-56-page,南部商業,全学科・コース,令和8年度 南部商業高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.nanbu-ch.open.ed.jp/2025/10/post-625.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-56-rank-detail,南部商業,全学科,令和8年度特色選抜 実績評価基準表,令和8年度,特色選抜実績ランク表,https://www.nanbu-ch.open.ed.jp/2025/10/8.html,https://www.nanbu-ch.open.ed.jp/833d9a6914b0c65c1ff54144e38d0c9ef77d1b25.pdf,PDF,1,1,実績評価基準表,特別活動、スポーツ、文化、資格をA=30、B=20、C=10点で評価。,2025-10-29,2026-07-07,confirmed,
school-57-criteria,沖縄水産,全学科・コース,令和8年度 沖縄水産高等学校 特色選抜基準・詳細,令和8年度,特色選抜基準・詳細,https://www.okisui-h.open.ed.jp/,https://www.okisui-h.open.ed.jp/2025_topics/%E5%85%A5%E8%A9%A6/%E5%85%A5%E8%A9%A6%E5%8B%9F%E9%9B%86%E8%A6%81%E9%A0%85%E3%83%BB%E7%89%B9%E8%89%B2%E9%81%B8%E6%8A%9C/2.%20%E4%BB%A4%E5%92%8C%EF%BC%98%E5%B9%B4%E5%BA%A6%E6%B2%96%E7%B8%84%E6%B0%B4%E7%94%A3%E9%AB%98%E7%AD%89%E5%AD%A6%E6%A0%A1%E7%89%B9%E8%89%B2%E9%81%B8%E6%8A%9C%E8%A9%B3%E7%B4%B0%E7%89%88.pdf,PDF,2-4,2-4,海洋技術科・海洋サイエンス科・総合学科の選抜方法・配点,3学科とも学力検査250点、調査書250点、個人面接50点、合計550点。,,2026-07-07,confirmed_search_index,公式PDF本体は502エラー。公式PDF検索索引で学科別ページの数値を確認。
school-57-page,沖縄水産,全学科・コース,令和8年度 沖縄水産高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.okisui-h.open.ed.jp/,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-57-rank,沖縄水産,全学科・コース,令和8年度 沖縄水産高等学校 実績ランク表,令和8年度,実績ランク表,https://www.okisui-h.open.ed.jp/,https://www.okisui-h.open.ed.jp/2025_topics/%E5%85%A5%E8%A9%A6/%E5%85%A5%E8%A9%A6%E5%8B%9F%E9%9B%86%E8%A6%81%E9%A0%85%E3%83%BB%E7%89%B9%E8%89%B2%E9%81%B8%E6%8A%9C/3.%20%E4%BB%A4%E5%92%8C%EF%BC%98%E5%B9%B4%E5%BA%A6%E7%89%B9%E8%89%B2%E9%81%B8%E6%8A%9C%E5%85%A5%E8%A9%A6%E5%AE%9F%E7%B8%BE%E3%83%A9%E3%83%B3%E3%82%AF%E8%A1%A8.pdf,PDF,1,1,特色選抜入試実績ランク表,特別活動30点、部活動・資格取得等85点。資格はS・A・B区分で級を明示。,,2026-07-07,partial_search_index,資格欄は確認済み。大会・文化活動の全行はPDF本体の再取得が必要。 2026-07-07再試行でも公式PDF本体は502エラー。
school-58-main,宮古総合実業,全学科・コース,令和8年度 宮古総合実業高等学校 学校募集要項,令和8年度,学校募集要項,https://www.miyasou-h.open.ed.jp/nyusi.html,https://www.miyasou-h.open.ed.jp/1f8e99a7e666318e6be86ae0b963dd9ff45188c9.pdf,PDF,,,学校募集要項,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-58-page,宮古総合実業,全学科・コース,令和8年度 宮古総合実業高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://www.miyasou-h.open.ed.jp/nyusi.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-58-rank,宮古総合実業,全学科・コース,令和8年度 宮古総合実業高等学校 実績ランク表,令和8年度,実績ランク表,https://www.miyasou-h.open.ed.jp/nyusi.html,https://www.miyasou-h.open.ed.jp/748fec2fbc8ad33086ee97940401c69dea5ed31e.pdf,PDF,,,実績ランク表,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-59-main,泊,全学科・コース,令和8年度 泊高等学校 学校募集要項,令和8年度,学校募集要項,https://gozen.tomari-h.open.ed.jp/post-9.html,https://gozen.tomari-h.open.ed.jp/15a895676cc441ce7a78aa40465c231e8da59571.pdf,PDF,募集要項本文,,午前部の出願要件・面接・提出資料,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_file,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-59-nightPage,泊,全学科・コース,令和8年度 泊高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://gozen.tomari-h.open.ed.jp/post-9.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
school-59-page,泊,全学科・コース,令和8年度 泊高等学校 学校公式入試情報ページ,令和8年度,学校公式入試情報ページ,https://gozen.tomari-h.open.ed.jp/post-9.html,,HTML,,,学校公式入試情報ページ,学校公式サイトが公開する令和8年度入学者選抜資料。出願要件、選抜方法、活動実績、検査内容等の確認用。,,2026-07-07,confirmed_official_page,PDFページは重要項目で特定できたものをJSON内の項目出典で補足。ページ不明は見出しと資料名で追跡。
tominan-r8-detail,豊見城南,普通科（普通・特進）,令和8年度特色選抜 求める生徒像・選抜方法,令和8年度,コース別特色選抜方法,https://www.tominan-h.open.ed.jp/,https://www.tominan-h.open.ed.jp/b1d1d79de63570ac78e0ce2461cee896ae1543a1.pdf,PDF,1-4,1-4,普通コース・特進コースの出願要件、配点、自己アピール面接、実績配点表,普通550点、特進600点。評定・欠席要件、調査書265点、個人面接35点。,,2026-07-07,confirmed_official_file,
urako-r8-ranks-source,浦添工業,全学科,令和8年度特色選抜活動実績基準表（ランク表）,令和8年度,特色選抜実績ランク表,https://www.urasoe-th.open.ed.jp/post.html,https://www.urasoe-th.open.ed.jp/919179ce6aaeb252f60ad2fc5aa192fb31f79313.pdf,PDF,1,1,特色選抜活動実績基準表 A～E,文化、民謡・舞踊、スポーツ、社会・ボランティア、資格をA～Eで評価。,,2026-07-07,confirmed,
urasoe-r8-guidelines,浦添,普通科,令和8年度入学者選抜募集要項,令和8年度,学校募集要項・ランク表,https://www.urasoe-h.open.ed.jp/,https://www.urasoe-h.open.ed.jp/4a858ddf690297f9c5538ff862388fbb98a5a5b1.pdf,PDF,1-18,1-17,特色選抜・一般選抜・各活動分野ランク表,評定要件、活動分野150点、面接、キラ星枠、I-Vランク。,,2026-07-07,confirmed_official_file,
yaesho-night-r8-detail,八重山商工,定時制商業科,令和8年度定時制特色選抜 求める生徒像・選抜方法,令和8年度,定時制特色選抜方法,https://teiji.yaeyama-th.open.ed.jp/post-6.html,https://teiji.yaeyama-th.open.ed.jp/6822bd907bc1afbf56a41d5694572b882a03a04a.pdf,PDF,1,1,出願要件、調査書、面接,基本的生活習慣または行動記録の条件、学力検査・調査書・面接による選抜。,,2026-07-07,confirmed_official_file,
yaesho-r8-entry,八重山商工,全日制6学科・コース,令和8年度特色選抜 面接エントリーシート,令和8年度,学校独自申請書,https://www.yaeyama-th.open.ed.jp/post-20.html,https://www.yaeyama-th.open.ed.jp/1ac21751dbd17ed58f7b3ddae988ca89f76c60a2.pdf,PDF,1,1,面接エントリーシート,個人面接で使用する学校独自様式。,,2026-07-07,confirmed_official_file,
yaesho-r8-method,八重山商工,全日制6学科・コース,令和8年度特色選抜 選抜方法詳細版,令和8年度,特色選抜方法,https://www.yaeyama-th.open.ed.jp/post-20.html,https://www.yaeyama-th.open.ed.jp/e2a27b506df8d1ae4e3374ac1a6f8dda44dd2d52.pdf,PDF,1,1,750点配点、評定平均3.0、個人面接125点,全日制6区分共通の出願要件、調査書375点、個人面接125点。,,2026-07-07,confirmed_official_file,
yaesho-r8-rank,八重山商工,全日制6学科・コース,令和8年度特色選抜 判定基準表,令和8年度,実績ランク表,https://www.yaeyama-th.open.ed.jp/post-20.html,https://www.yaeyama-th.open.ed.jp/6a29cf72c67650105f47c5cfb7bcd4fea16b2799.pdf,PDF,1,1,特別活動、部活動、資格のA-Cランク,生徒会等、スポーツ・文化、英検・漢検・数検等のランク。,,2026-07-07,confirmed_official_file,
